Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
,,,,Transparencia en todas las empresas públicas y privadas que. Atienden los derechos laborales trabajo digno. ¡No es esclavitud!,CDMX,14
,,,,Implementar la oportunidad de crecer microempresas.,CDMX,14
,,,,Mejores salarios.,CDMX,14
,,,,Aumento al salario mínimo,CDMX,14
,,,,Que la secretaria del trabajo vigile de cerca la actividad de los sindicatos para que ahí se cree verdadera democracia sindical. ,CDMX,14
,,,,Terminar con el outsourcing.,CDMX,14
,,,,"Que los afores los maneje el estado no privados, garantizar las pensiones y restablecer los derechos.",CDMX,14
,,,,"Trabajos justos, y bien pagados.",CDMX,14
,,,,Seguir aumentando el salario mínimo.,CDMX,14
,,,,"Apoyo a los que trabajan en el Partido, como propagandistas y contratarlos con todas las de la ley. Hay que ser congruentes.",CDMX,14
,,,,Mejores condiciones con el horario laboral y desaparición de promotores y asignar tiempo real.,CDMX,14
,,,,Liberar a los sindicatos de la corrupción.,CDMX,14
,,,,Si en lugar de regular los salarios se regulan las ganancias se hace más fácil la distribución de la riqueza y disminuye la polarización de la sociedad.,CDMX,14
,,,,Investigación del sindicato de la UNAM (STUNAM) de cómo se dan tiempos extras al compadrazgo sacando sueldos muy elevados. ,CDMX,14
,,,,No apoyo a los sindicatos porque fomentan huevones.,CDMX,14
,,,,Que las jornadas de trabajo fueran pensadas para jefes o jefas de familia con apoyo para los mismos para las escuelas. ,CDMX,14
,,,,Salarios justos e iguales que en Estados Unidos.,CDMX,14
,,,,Acabar con la subcontratación.,CDMX,14
,,,,Soy trabajadora informal mi economía se basa en lo poco que vendo y quiero que nos apoyen para tener una vida digna y de calidad. ,CDMX,14
,,,,Rescatamos bancos y ahora lo seguimos rescatando con los ahorros de las afores haciéndolos más ricos. Regreso al derecho de pensiones a los trabajadores. ,CDMX,14
,,,,Pensión a los trabajadores-,CDMX,14
,,,,Eliminar los sindicatos son un grupo que se corrompió.,CDMX,14
,,,,Incremento al salario mínimo y prestaciones. ,CDMX,14
,,,,Sacar outsourcing de México defender los derechos ganados históricamente y quitar afores a bancos.,CDMX,14
Más transporte eléctrico. Reapropiarnos de nuestro petróleo,Inyectar economía con nuevos inversores porque los del psado son corruptos y no quieren cooperar con la 4T,"Integrar los proyectos tecnológicos y los saberes de los pueblos originarios, medicina herbolaria entre otros ",Fortalecer los programas sociales ,Acabar entre todos contra el charrismo sindical producto de la corrupción neoliberal,CDMX,15
Implementar campañas para que los ciudadanos hagamos conciencia sobre nuestro consumo diario de energía eléctrica y gas y dar alternativas para generar ahorros. ,Incentivos fiscales para la pequeña y mediana empresa para que así pueda crecer y generar empleos ,Fortalecer becas para estudiar en el país y en extranjero ,Revisar la ley federal del trabajo,Participación de los trabajadores en las decisiones de las empresas. Jornada de 35 horas sin disminuir el salario ,CDMX,15
Informar sobre el proceso de aprovechamiento del litio ,"Erradicar la corrupción es lo importante, no solo en la inversión",Apoyos a alumnos a nivel universidad ,Difundir de manera sistematica los programas sociales ,Continuar aumento de salario mínimo hasta que correponda con lo estipulado en nuestra Constitución original ,CDMX,15
Aumentar la inversión en energía hidraulica. Capacitar desde las universidad a ingenieros para que laboren en el sectro energético,"Todos los puestos de representación popular sean electos. Todos los puestos de elección sean reometidos a revocación de mandato. Cualquier aspirante a ser elegido demuestre antes de postularse, SOLVENCIA MORAL ",Más presupuesto para universidades públicas ,Revisar la ley federal del trabajo,Crear el área social de la economía con participación y responsabilidad social. Empleo para adultos mayores sin pensión laboral ,CDMX,15
Desarrollar tecnologías para el aprovechamiento responsable de los recursos naturales en beneficio de la sociedad y del pueblo y respetando la naturaleza,"Antes de aumentar impuestos, se debe garantizar que el pago. ","Fortalecer investigación, conservación y difusión de las ciencias sociales humanísticas ",Mejorar los sevicios del IMSS e ISSSTE. Abrir nuevas plazas a medicos y abasto de medicinas,"Derechos laborales para los trabajadores como estaban antes del neoliberalismo, más vacaiones y respeto a horarios laborales ",CDMX,15
"Potenciar más las hidroeléctricas, impulsar tecnologías energéticas baadas en hidrógeno",Impulsar la creación de un sistema de negocios que desarrolle el empleado para que sea autosustentable. Crear dueños de negocios no empleados,Ampliar sistema nacional de educación y capacitación ténica e industrial para jóvenes y ampliar o crear escuales técnicas de capacitación para adultos ,"Mayor atención a jóvenes, vincularlos a empresas para inciar vida laboral",Seguro de desempleo y capacitaciones gratuitas en periodos de desempleo. Trabajo digno y con prestaciones de ley antes del neoliberalismo ,CDMX,15
Recuperar los 149 proyectos de la CFE para no perder la continuidad de la RED NACIONAL DE TRANSMISIÓN. Acelerar los proyectos de refinerías y petroleras para el mejor aprovechamiento de nuestro petróleo,Una política redistributiva más agresiva con base en el derecho de la clase trabajadora,"Con inversión naciona, cultivos nacionales y maquinaria nacional",Discutir sobre la IA,"Empoderar a los trabajadores y supervisar a los sindicatos charros, continuar incremento a salario mínimo para quietar las propinas",CDMX,15
Impulsar la producción de energía nuclear para reducir nuestra dependencia del gas de Texas y a la vez contribuir a reducir la emisión de gases de efecto invernadero y mitigar el calentamiento global ,"Metas reales, aumento de impuestos progresivo para todos ",Desterrar la corrupción de la UNAM ,"Acercar la cultura a espacios públicos. Reactivar espacios pùblicos de manera gratuita, dar facilidades a grupos organizados que buscan emprender en estos espacios.",Que los guardias de seguridad privada tengan prestaciones de ley. Jubilación justa a los trabajadores ,CDMX,15
"Hacer industria mexicana, debemos caminar de la mano de nuevas empresas ","Se debe bajar el limite de de grandes contribuyentes a los que ganan más de un millón de pesos al mes, ",Sistematización y digitalización en los procesos administrativos y trámites,Tomar en cuenta a los pueblos originarios por sus conocimientos ancestrales. Mayor oportunidad de vivienda y mejorar arbolado urbano,"Que los trabajadores, obreros  participen en los consejos administrativos de las empresas ",CDMX,15
Más investigación para garantizar certidumbre en las acciones teóricas y científicas. Hacer sinergía con otros países. Urge minimazar el uso de hidrocarburos. Más investigación y apoyos al uso de energía solar o cualquer otra energía amigable con el planeta,Eliminar la corrupción ,Instruir el pensamiento creativo desde la educación media superior. Enseñar e invertir en inovación tecnológica. Apoyo a la investigación educativa ,Profundizar y ampliar las medidas de seguridad encaminadas a pacificar y erradicar la violencia ,Crear industrias como Altos Hornos para transformar la materia prima y tener nuevas teconolgías ,CDMX,15
Coolaborar con otros países de la región para el desarrollo y producción de energía para colocar a Latinoamérica en un lugar estratégico en el mercado mundial ,Programas de salud y seguridad para evitar la migración,Acercar a los egresados de las universidades públicas a las dependencias públicas ,Proyectos o programas de educación emocional y colaboración entre colectivos,"Generar trabajos y apoyo al campo par que no haya migración, también garantizar seguridad para que la gente se quede a trabajar en sus tierras. ",CDMX,15
Mayor difusión a los avances e impactos de los grandes avances voltaicos ,Capacitación en talles sociales a todos los jóvenes para poder conseguir un primer empleo o formar su propia empresa,Apoyos económicos para los científicos que tengan ideas y no se haga fuga de intelectos a otros países,Realizar estudio sobre efecto de una renta básica universal. Reconocer como un trabajo productivo al trabajo de cuidados. Hacer una red de cuidadores que apoyen a las familias cuando lo necesiten,Continuar promoviendo la sindicalización libre y efectiva; la economía social y el apoyo a pequeños productores ejidales. ,CDMX,15
Nacionalización de energías al cien,La industrialización esté a cargo del Estado y no esté en empresas privadas y/o extranjeras. ,Combatir a las castas doradas de la UNAM y otros servidores públicos. ,"Que se garantice el derecho a la salud, pero principalmente continuar la lucha contra la corrupción en todas la intituciones públicas desde el que barre, hasta el puesto más alto","Aumento y reconocimiento de prestaciones, derecho a la jubilación y  auditorias a AFORES. ",CDMX,15
Garantizar e impulsar en los hogares el uso e energías limpias,Continuar lucha anticorrupción y reforma fiscal progresiva,Mayor número de conferencias y conciertos en plazas y parques públicos ,"Un programa similar a Jóvenes Construyendo el Futuro, para adultos desempleados entre un trabajo y otro","Salario que permita vivir la vida, pagar renta, comida y en algún momento, derecho a una vivienda digna",CDMX,15
Insistir en foros internacionales que países contaminantes como China y EEUU asuman su responsabilidad en los niveles de destrucción de nuestro planeta y se inicien cambios para cuidar la vida de nuestra madre tierra ,Cobrar impuestos a los especuladores en la Bolsa de Valores,Ciencia y tecnología en todas las universidades públicas,"Profundizar las políticas redistributivas mediante una reforma fiscal progresiva profunda. Convivencia entre adultos mayores, jóvenes y niños del DIF",Desaparecer las AFORES y que el gobierno honesto administre por medio del Banco del Bienestar,CDMX,15
"Promover y subsidiar las celdas fotovoltaicas en casas, escuelas y centros comerciales",Mayor revisión de precios. Impulso a MERCOMUNA ,"Formacón de humanidades, civismo. ",Acceso a vivenda digna para personas con discapacidad.,"Aumento salarial, capacitación. Derecho efectivo a vivienda ",CDMX,15
Construir una segunda planta nuclear para producir y exportar electricidad,Fortalecimeinto de empresas estatales estratégicas. Apoyo a cooperativas y a pequeña y micro empresas,Mayor presupuesto a la investigación,"Aumento al monto de becas y pensiones. Urgente recuperar la soberanía alimentaria. No al maíz transgénico, mejor alimentación","Mejorar y aumentar el trabajo en arte, cultura, eduación y medios públicos",CDMX,15
Debemos enfatizar el uso de la geotermia ,"Cooperativas en sector turístico, alimentos y actividades culturales ",Creación de nuevos centros técnicos en las colonias. ,Organizar Ferias del empleo más grandes y con más plazas. Crear eventos culturales para contratar talleristas y maestros. Promover empleos para crear Cineclubes culturales ,Recuperar derechos labores previos al neoliberalismo ,CDMX,15
Continuar la recuperación de CFE y PEMÉX,Equidad y justicia social ,"Desarrollar ciencia, tecnología y humanismo de forma interdisciplinaria y conjunto con los conocimientos de nuestras diferentes culturas originarias ",Oportunidad de empleo a recien egresados  de universidad,Supervisar a sindicatos que están de lado del patrón ,CDMX,15
Continuar el uso de energía nuclear y no privatizaciones de recursos del pueblo para garantizar soberanía energética ,Salarios dignos para los trabajadores ,"Impulsar tecnologías y procesos productivos alternativos, que sustituyan las tecnologías nocivas por ecológicas y sustentables ","Apoyo económico a personas de 30, 40 y 50 años. Lo necesitamos ",Reforma fiscal progresiva urgente para garantizar derechos laborales y humanos ,CDMX,15
"Fortalecer a PEMEX para que vuelva a ser una empresa con reconocimiento internacional, pero más para garantizar nuestra sobernía energética y continuar la erradicación de la corrupción en toda la vida pública",Implementar el INGRESO BÁSICO UNIVERSAL para tdoa la población,"Ciencia para niños y jóvenes. Publicaciones científicas para niños y jóvenes como fue la revista ""Chispa"" y ""Conacyt te cuenta""",Desarrollar e implementar programas de alfabetización o de formación continúa a la población que lo requiere,Mayor difusión a los logros de leyes contra outsourcing ,CDMX,15
Apoyo a quienes están trabajando en energías limpias o que nos permitan la soberanía energética y que no haya fuga de cerebros.,Investigación en todas las alcaldias e impartición de justicia para delitos como la mafia inmobiliaria,"Intercambio con Cuba, infraestructuctura para internet y comuicaciones. Uso humanista de la tecnología. Más trenes de pasajeros en todo el país",Oportunidad de empleo a adultos mayores ,Volver a los derechos laborales previos al neoliberalismo Art. 123 constitnucional sin parches neoliiberales ,CDMX,15
Fomentar las casas inteligentes autosustentables que generan su propia energía eléctrica y captación de agua,Reforma fiscal ,"Acabar con las patentes en los casos que la sociedad lo exija. La salud por encima del beneficio. Democratizar, impulsar empresas públicas que compitan con las grandes tecnologías",Que los gobiernos compren la producción del campo y vendan a precios populares,Seguridad social para los trabajadores en especial jóvenes. ,CDMX,15
Mayor difusión y apoyo a instalción de paneles solares ,Reforma fiscal y leyes más severas para el cumplimiento de la jornada laboral ,Se apoye a todas las personas que hagan investigación ,Revisar cada pograma social y darles continuidad,Que se haga una realidad el fin del outsourcing y que las empresas dejen de abusar de la necesidad del trabajdor ,CDMX,15
Renacionalización de todo el sector energético para garantizar nuestra soberanía ,"Abrir a la opinión social la aprobación de políticas económicas, de seguridad, etc. ",Hacer ciencia apoyada por lo que las comunidades piden y requieran. ,Mayor oporunidad de emplo para jóvenes recien egresados ,Salida del neoliberalismo en todas las garantías laborales ,CDMX,15
,Reducir el mont de la propuesta b (ingresos iguales o mayores a los mil 125 millones de pesos). ,"Investigar y difundir conceptos culturales mesoamericanos como tequio, milpa (agricultura sustentable), altepetl, nahuatl, rotación de puestos comunitarios ","Aumento de centros de salud, mejorar instalaciones y abasto de medicamentos ",Mejorar condiciones laborales a profesores de todo el país,CDMX,15
,POR UN FEMINISMO SOCIAL ,3% PIB a investigación,Difundir y ampliar agendas de turismo popular o social del ISSSTE e IMSS. para sectores de bajos recursos y serctores marginados. ,Eliminar reelección indefinida de lideres sindicalistas charros. Revocación de mandato a lideres sindicales corruptos ,CDMX,15
,Garantizar Derechos laborales y apoyar a comercios locales y nacionales,"Ampliar la matricula a la UNAM, abrir nuevas plazas y mejorar sueldos a maestros. ",Programa Nacional de farmacias con precios controlados,Trabajo a profesores desempleados en las escuelas de la cuarta transformación ,CDMX,15
,"Programas de apoyo a toda la población, los de 30, 40, 50 años también lo necesitamos. ",Fomentar en los estudiantes la investigación,"Fortalecer las cooperativas. Generar Políticas Públicas que generen mayor empleo, educación y oportunidades",Continuar trabajando para eliminar la brecha salarial que impacta la economiía de las mujeres ,CDMX,15
,Reforma fiscal,Cooperar con Luxemburgo y Emiratos Arabes Unidos para que México lleve a cabo mineria en los asteroides,Garantizar empleo a jóvenes graduados de UNAM e IPN y universidades del gobierno. Pensidones dignas,"Mayores garantías laborles, no a la explotación inhumana del trabajador ",CDMX,15
,Que los ciudadanos mexicanos (nacionales) puedan invertir en las empresas estatales,Apoyar con recursos a los que hacen e investigan tecnología para que no se vayan a otros países,Atención a personas en situación de calle. ,Condiciones dignas para todos los trabajadores,CDMX,15
,Apoyo a comunidades de economía solidaria o de apoyo mutuo,Que se vincule Conachyt con el pueblo de manera eficaz,Crear empleos para adultos mayores que son activos. ,Crear un sistema de seguridad social para el trabajador informal ,CDMX,15
,Progresividad en los impuestos. Democratización de las empresas. ,Fomentar la educación financiera. Formación de industrias sociales y humanistas,Revisar la deficiente atención en banco y cajeros Bienestar,Continuar con las aportaciones de patrones en el IMSS para que el ahorro garantice una pensión digna y auditar AFORES ,CDMX,15
,"Reforma fiscal profunda. Garantizar pago de impuestos de grandes evasores fiscales, para destinarse a eduación, salud y demás programas sociales",Democratización de las universidades. ,Crear banco para becas y programas de gobierno como mi beca para empezar ,Reforma fiscal progresiva urgente ,CDMX,15
,Continuar lucha anticorrupción y reforma fiscal progresiva,,"Revisar el Programa Jóvenes Construyendo el Futuro, que realmente se reciba la capacitación y que realmente se les de su dinero",Trabajo digno y derechos labores para los jóvenes. Capacitaciones para desempelados ,CDMX,15
,Comités democráticos en todo el sistema económico,,El gobierno se haga cargo de AFORES para garantizar la los trabajadores sus pensiones,Continuar aumento al salario mínimo hasta que sea un salario digno ,CDMX,15
,Desarrollo con independencia y participación cambiando el modelo depredador de la naturaleza retomando conocimientos originarios de México. ,,Respeto a derechos laborales. Creación de un sistema de Educación eficaz y para todos,Realizar un censo de ltodas las empresas y pasar una verificación de su registro y normatividad del trabajo para dignificar a los trabajadores ,CDMX,15
,Vincular la universidad pública con compromiso social. ,,Aumentar centros de capacitación laboral ,Formación de obreros calificados y de profesionistas para tener mejores salarios a nivel internacional ,CDMX,15
,Recuperar modelo del Buen Vivir de Rafael Correa,,Renta básica universal. Reforma hacendaria progresiva. Impuestos a las grandes fortunas,Campañas de difusión de los derechos de las  y los trabajadores. Acabar con el charrismo sindical ,CDMX,15
,,,El aumento al salario no debe tener tope a ningún nivel,Derecho al trabajo a personas adultas porque aún tenemos mucho que aportar y más experiencia,CDMX,15
,,,"Empezar a discutir la eutanasia, del buen vivir al bien morir con un derecho humano",Analisis obejtivo de la IA ,CDMX,15
,,,"Derecho a la salud para todos, incluyendo a los que estamos en las estructuras, no tenemos IMSS ","Mejorar derechos labores como existían antes: aguinaldo, vacaciones, horario de 8 horas, fondo de ahorro, jubilación ",CDMX,15
,,,"Garantizar el Derecho a la Salud en todos los hospitales públicos, no entregan bolsas de gostonomía","Elimina la herencia de plazas en cualquier trabajo y mayormente en el sector público, oportunidades laborales para todos ",CDMX,15
,,,Apoyo a emprendimientos de micro empresarios para dejar de ser empleados y volvernos dueños de nuestro propio medio de producción,Base a todos los empleados de gobierno para una estabilidad de vida ,CDMX,15
,,,Evaluar si los programas actuales benefician a quienes más lo nececitan,Auditorias a empresas que no entreguen utilidades acorde a sus ganancias,CDMX,15
,,,Fin de las AFORES. Rescate del sureste profundo. Impuesto a las ganancias,Salario digno que cubra necesidades básicas del trabajador,CDMX,15
,,,Que los bancos paguen el robo que se consumó con el FOBAPROA para que pueblo deje de pagar esa deuda y así poder liquidar la deuda interna ,"Predicar con el ejemplo, todos los brigadistas del partido y servidores de la nación no tienen IMSS ni prestaciones básicas, de otro modo todo es simulación ",CDMX,15
,,,Tarjeta universal para todos ,Necesitamos que en el sector público se contraten personas con perfil humanoy de servicio ,CDMX,15
,,,Mayor protección a la ciudadanía y sobre todo mayor seguridad,Garantizar empleo digno con seguridad social. NO OUTSOURCING. NO CONTRATOS POR HONORARIOS. TRABAJO ES TRABAJO,CDMX,15
,,,,"Continuar incremento salarial, Eliminar la brecha salarial entre hombres y mujeres. Elimnar precarización del trabajdor ",CDMX,15
,,,,"Capacitación para jóvenes en sector turístico, industrial y en patrimonio cultural. ",CDMX,15
,,,,Apoyo al obrero para que mejore su vida familiar ,CDMX,15
,,,,"Supervidar empresas que exigen horarios estrictos y son rígidos con los trabajadores, garaticen derechos laborales como seguridad social . ",CDMX,15
,,,,Apoyo a sindicatos mineros ,CDMX,15
,,,,Garantizar empleo a jóvenes que egresan de universidades.  Abrir plazas docentes para jovenes ,CDMX,15
,,,,Auditoria fiscal para el pago de utilidades ,CDMX,15
Que apoyen a las personas que están en las calles,Apoyar a los pequeños negocios o emprendimientos,Sin conciencia,"Ayudar a jefas de familia aunque sean casadas, a veces no alcanza para la canasta básica.",Mécanismos de emergencía y empleo temporal.,CDMX,17
Recojer basura y apagar un rato los carros para ya no contaminar tanto.,"Dar a los que menos tienen, todavía hay pobreza en el país de México.",Que siga el proyecto de Nación de humanismo mexicano con participación ciudadana.,Apoyo económico a persona social.,No corruptos como el PRI.,CDMX,17
"Adelante con el proyecto, estamos con ustedes,",No a la corrupción.,Programa de apoyo y Becas.,Los jóvenes necesitan impulso y motivación para que los cárteles no los lleven a vender drogas.,Más valores hacía los trabajadores.,CDMX,17
Que si las cumplan y no se le olvide el pueblo.,Seguír así.,"Aprobado, estoy de acuerdo.",Apoyando la economía local.,Que la mayoría de los trabajadores al final tengan jubilaciones y se cuente con ese derecho.,CDMX,17
Fortalecer las promesas.,Que todos los contribuyentes chicos y grandes paguen sus impuestos.,Asambleas permanentes de morena que continúen los programas humanistas.,Que lo hagan de verdad.,Seguir apoyando a los empresarios.,CDMX,17
"Orientar a los jóvenes que no estudian, lo importante es que son ellos los que estarán en el futuro en este desarrollo.",Que se imcremente el salario y disminuyan los impuestos para poder crear su propio negocio y no sea tan difícil crearlosy así baje el empleo informal.,Aumento del salario minímo.,Cumplir lo que prometen.,"Si hay empresas extranjeras que con honestidad quieren aportar para el progreso de México, apoyarles.",CDMX,17
Que todo lo relacionado con la reforma energética sea con técnicos e ingenieros mexicnos no necesitamos del extranjero.,A y B para mí también la corrupción influye demasiado.,"Que se tome en cuenta a los ""genios"" mexicanos"" que se van  otros países mejor  en México.","Pero ojo, no mantener a los ninis, más bien, impulsar a los estudiantes que van saliendo, no ponerles trabas o que hagan trabajos sociales para que tengan experiencia.",Quea l trabajador se le trate dignamente y con sus prestaciones confiorme a la ley.,CDMX,17
Las propuestas que se cumplan y que siga morena.,Impuestos  los de televisa.,"El gobierno debe de impulsar y ayudar económicamente, profesionalmente al jóven emprendedor, a los talentos mexicanos para que todo se quede aquí en nuestro país.","Cumplir lo que prometen,","Revaluar la edad para laborar en el sector privado, no discriminar por búro de crédito.",CDMX,17
"Limpiar la comunidad y ayudar a orfanatos y niños de la calle, no quitar los apoyos a ninguna persona ni becas.",Que acabe la corrupción y los cárteles.,Asambleas permanentes de morena que se den recursos y continúen con proyectos para el bien de los mexicanos.,Continúemos así.,Mejorar los síndicatos para que estén a favor del trabajador.,CDMX,17
"Que baje la luz, llegó caro el recibo.",Acabar con la corrupción y con los cárteles ya que esta muriendo gente inocente.,"Que se invierta más en México en dinero para la ciencia, en México hay mucho talento.",Que en el progreso se aumentó el salario.,Asamblea pendiente de morena. Mejor salarío para todos.,CDMX,17
"Ahorrar energía de camiones de basura y desasolve, educando a la ciudadanía a poner la basura en su lugar.",Los programas sociales no deben estar condicionados políticamente.,Seguir en la transformación,Pedir de favor apoyar a los adultos de 60 años en adelante.,Bajar el ISR,CDMX,17
Bajar los costos de la luz y de gasolina que es lo que el pueblo pide.,Educación desde la niñez para ahorrar y eviatr el consumo y en general ser ahorrativos para un futuro mejor.,No corruptos como en el PRI.,Apoyar más a los jóvenes que sigan estudiando y los apoyen a que estudien en escuelas de paga porque su período sería más corto.,Desaparecer el outsourcing,CDMX,17
"Quiero que se logré la reforma energética, estoy con Moren.",Reestructurar el sistema de pensión. Revalorar los parámetros de edad para laborar en el sector privado.,Es necesario recursos en las universidades para que  los jóvenes se preparen para el futuro.,Apoyar a quíen cuída a los enfermos dándoles ayuda ya que ellos no pueden salir a trabajar y aumentar el apoyo a los discapacitados.,Seguridad laboral para jóvenes y adultos mayores,CDMX,17
Considero que contemos con el recurso humano y pienso que apoyemos con todo en el entendido de que LA UNIÓN HACE LA FUERZA.,Que nos paguen más.,Estudiando a la ciencia cómo a la Física.,"En los programas sociales implementar guarderías de atención profesional a niñas, niños de 0- 3 años para madres y padres rabajadores.",,CDMX,17
Que la luz baje de precio.,Que haya más empresas para que se fomente el empleo y sea bien remunerado.,Dejar de condicionar los programas y proyectos sociales para incrementar su capital político.,Más programas sociales,,CDMX,17
Que todo siga así con López Obrador.,"Yo cuído a mi mamá y por esa razón no tengo trabajo estable, solo trabajo de limpieza 1 día a la semana, a veces no tengo para darle de comer a mis hijos.",Invitar a los  jóvenes y motivarlos haciendo asambleas en dónde se sientan con ese propósito.,Plantear un programa nacional de cuidados,,CDMX,17
Más apoyo del gobierno.,"La educación de economía, enseñar cómo se maneja el preuspuesto de la fmailia desde pequeños para evitar consumismo.",Establecer todo lo cumplido.,"Implementar un programa suficiente y a nivel nacional para el desarrollo cultural y artístico del pueblo mexicano, adem´s de apoyos para el deporte.",,CDMX,17
Bajar el costo de la luz.,Propongo que se escuche a los jóvenes hombres y mujeres universitarios de todos los niveles sociales y económicos sin discriminación.,Dar oportunidades a los jóvenes de realizar proyectos acá en el país.,Más hospítales,,CDMX,17
Dar continuidad a la 4T y recuperar la soberanía nacionl. Asambleas permanentes de Morena.,No corruptos cómo los del PRI.,Seguir apoyando a los ingenieros.,Reforzar el trabajo en campo para que todos los programas sociales lleguen a todos los rincones de nuesttro país,,CDMX,17
Seguir contra el huachicoleo ya que se sigue pasando.,Seguir con el plan ayuda a los pobres.,Que el proyecto este basado en humanismo sin discriminaciónde ninguna  índole con el único fin de enríquecer el programana nacional.,Pensiones dignas y bienestar emocional,,CDMX,17
Apoyo al sector informático para el desarrollo de software para el país.,"Asambleas, continuar el plan de desarrollo social ya que la ríqueza es de todo el pueblo.",Sin conciencia.,Reforma para que los territorios nacionales no puedan ser vendidos a extranjeros.,,CDMX,17
Buscr más maneras científicas para que el avance  sea más natural y funcionable.,Valorar a las mujeres-igualdad.,Que México se el mejor con morena.,"Más trabajos en casa para amas de casa y mujeres que no pueden descuidar a su familia, con slarios dignos",,CDMX,17
Lo que opino es que el hecho de que siga este gobierno depende de nosotros de todos los mexicanos.,"Emprender, emprender y emprender.","Que la educación esté orientada a formar científicos, estudiosos, etc. y que se invpolucre más a las familias, no a los maestros.",Sanciones reales para quienes tiren basura o dañen el espacio público,,CDMX,17
No cumple.,,Traer al país a gente capacitada para difundir el conocimiento ,Impuesto justo a la riqueza,,CDMX,17
Tener buena organización y recursos para fomentar a los ciudadanos y así apoyarnos entre todos.,,Intercambiar conocimiento en igualdad con otras naciones,"Más oportunidades de estudio para la gente, vigilar que los programas sociales lleguen a quienes tienen que llegar, desaparición de impuestos en la canasta básica",,CDMX,17
Más pláticas sobre el tema para offrecer el talento mexicano.,,La ciencia y las humanidades al servicio del pueblo,Más bancos del bienestar,,CDMX,17
"Que nuestro petróleo se quede en nuestro país, impulsar a los nuevos talentos mexicanos para que nuestro petróleo se quede aquí y no pedirle nada a ningún otro país.",,Alcanzar el objetivo de Internet para todos,Trabajo para personas con discapacidad,,CDMX,17
,,Infraestructura para investigación en todos los estados y mas proyectos de innovación tecnológica,"Fortalecimiento de los programas de bienestar, políticas públicas, salud y culturales.",,CDMX,17
,,"Mayor presupuesto para Universidades y centros de investigación, de tal modo que se amplien espacios, materiales y matrículas. Además de arrebatar el poder de las Universidades a grupos privados",Más apoyo a madres solteras,,CDMX,17
,,Democratizar el acceso a la ciencia,,,CDMX,17
,,Apoyar al sector de la 3ra edad en este punto.,,,CDMX,17
,,"Que por ley, el sector educativo cuente con las herramientas necesarias para investigar",,,CDMX,17
,,Más hospitales que puedan atender a más gente y servir de escuela y centros de investigación en salud.,,,CDMX,17
,,Más recursos para la educación,,,CDMX,17
,,Más oportunidades para los jóvenes en este punto,,,CDMX,17
,,Todavía más Universidades y fortalecer la educación pública,,,CDMX,17
,,Enfocar el desarrollo científico al medio ambiente,,,CDMX,17
,,Más apoyo a investigación cultural,,,CDMX,17
,,Más becas para incentivar y posibilitar la investigación,,,CDMX,17
Nacionalización de la industria eléctrica y petrolera y desarrollo científico y tecnológico de nuevas tecnologías,Fomentar el cooperativismo en México ,Mayor inversión en ciencia y tecnología para México ,Que los programas sociales vayan acompañados de un plan de estudio para que nuestra sociedad se le de su nivel educativo y contribuya de manera productiva a nuestro proyecto de transformación,Garantizar los derechos laborales de las y los trabajadores ,CDMX,18
Bajar el costo de los energéticos y fomentar la industria del litio,Desarrollar la industria en diferentes regiones del país,Revisar contratos de patentes,Garantía de derechos sociales para todas y todos los trabajadores,Fomento a la organización del cooperativismo y mayor inversión para que los trabajadores sean dueños de sus propias empresas de manera comunitaria y equitativa,CDMX,18
Desarrollo de la energía solar,Que bajen los precios de la canasta básica ,Ampliación de las carreras técnicas y universitarias en materia de ciencia y tecnología ,Más programas sociales para la gente más desamparada ,Empleos de calidad y con prestaciones sociales para mejorar el nivel de vida de los trabajadores,CDMX,18
Revisión de las concesiones de la industria minera y del extracción de petróleo,Aumentar los impuestos a los grandes empresarios para que paguen lo justo,Integrar a las universidades públicas un plan nacional de innovación tecnológica,Incremento de los salarios para que la gente tenga más dinero para comprar,Que las empresas paguen más reparto de utilidades a los trabajadores ,CDMX,18
No a las inversiones extranjeras en el sector energético ,Regularización del comercio informal y derechos sociales para tianguistas y comerciantes de vía pública,Desarrollo y fomento del humanismo empresarial ,Elevar el monto de las pensiones de la clase trabajadora ,Facilitar los trámites para la creación de pequeñas y medianas empresas,CDMX,18
Impulsar que la industria eléctrica ni el sector energético en general queda en manos de los privados,Apoyo a las amas de casa emprendedoras para que tengan sus propios negocios ,Qué el humanismo mexicano se enseñe en todas las escuelas ,sueldos y salarios dignos para que el pueblo tenga mejor calidad de vida,Que la que las personas voluntarias tengan todas las garantías laborales como son vacaciones descanso dominical seguridad social y mejores salarios,CDMX,18
,Fomento a la educación cooperativista para que la gente de manera colectiva tenga sus propias empresas,Que las investigaciones del conacyt sean enfocadas a resolver los problemas del pueblo,,Mayor capacitación para los trabajadores y que con esto se obtengan mejores puestos de trabajo,CDMX,18
,Impulso a la economía social y solidaria y fomentar el cooperativismo ,,,Acabar con el outsourcing y los contratos por honorarios en el sector público,CDMX,18
,,,,Impulso al cooperativismo como forma de organización de los trabajadores ,CDMX,18
,,,,Mejorar las condiciones laborales de los trabajadores que están en el partido las alcaldías,CDMX,18
,,,,Aumentar el monto de las jubilaciones ,CDMX,18
